ctsk_task_name,ctti_time_els_value,ctsk_lines,ctsk_current_value,ctsk_waiting_date,ctsk_parking_dock_code,cdct_name,ctsk_id,ctsk_document_id,ctsk_reference,ctsk_complete_date,ctsk_task_description,ctst_name,ctsk_pci,ctsk_organization_id,ctsk_target_value,ctsk_created_on,cwhs_code,ctsk_priority,ctsk_task_user,ctsk_running_date,ctsk_task_state,ctsk_planning_date,metadata_fecha_consulta
515038 Canto,00:11:42.483392,1.0,240.0,2025-09-05T13:42:56.301713,,VENTA PUNTUAL,230889,515041,,2025-09-05T16:09:30.873143,Orden No. 144798,Picking,1.0,98,240.0,2025-09-05T10:00:29.308167,1290,Muy baja,sacosta,2025-09-05T15:19:00.045819,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515035 MADERA F2,3,4 ALTURAS SUPERIORES ",00:06:19.370538,1.0,15.0,2025-09-05T10:19:02.372321,,ARDISA ENTREGA,230888,515040,,2025-09-05T13:49:19.729622,Orden No. 500116120,Picking,1.0,98,15.0,2025-09-05T10:00:26.710373,1145,Muy baja,dquintero,2025-09-05T10:33:44.129612,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515035 MADERA ALT 10 PICKING,00:07:19.783621,2.0,32.0,2025-09-05T10:19:02.372321,,ARDISA ENTREGA,230887,515039,,2025-09-05T13:56:35.127633,Orden No. 500116120,Picking,1.0,98,32.0,2025-09-05T10:00:26.710373,1145,Muy baja,dquintero,2025-09-05T10:33:54.544037,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515034 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:43:18.943655,1.0,2.0,2025-09-05T10:19:36.85733,,PROYECTOS,230886,515036,,2025-09-05T16:28:58.004994,Orden No. 144796,Picking,1.0,98,2.0,2025-09-05T10:00:25.708886,1145,Muy baja,aanaya,2025-09-05T14:40:47.347861,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
515024  -  CRA 16 27 65,00:00:04.079091,1.0,2.0,2025-09-05T09:59:53.155602,,PRODUCCIÒN,230883,515024,,2025-09-05T10:48:22.310793,,Auditoria Picking,1.0,98,2.0,2025-09-05T09:59:31.096529,1145,Normal,sfiallo,2025-09-05T10:48:18.231702,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
"515024 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:02:57.957993,1.0,2.0,2025-09-05T09:59:41.456317,,PRODUCCIÒN,230882,515025,,2025-09-05T10:18:54.600582,Orden No. 144796,Picking,1.0,98,2.0,2025-09-05T09:59:03.728148,1145,Muy baja,jmansilla,2025-09-05T10:12:50.260272,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
515021 Herraje,,1.0,0.0,,,ARDISA ENTREGA,230881,515022,,,Orden No. 935009774,Picking,0.0,98,16.0,2025-09-05T09:46:46.052889,1290,Muy baja,,,Pending,2025-09-09T00:00:00,2025-09-06 01:44:10
515011  -  CRA 16 27 65,05:06:29.985143,2.0,22.0,2025-09-05T09:59:53.155602,,VENTA PUNTUAL,230880,515011,,2025-09-05T16:35:40.354863,,Auditoria Picking,1.0,98,22.0,2025-09-05T09:41:41.868158,1145,Normal,hpinzon,2025-09-05T10:48:09.620116,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515014 Madera F5,F6,F7 Y F8<A10",00:49:41.877894,1.0,1.0,2025-09-05T09:34:52.492154,,PRODUCCIÒN,230879,515015,,2025-09-05T11:14:52.684021,Orden No. 144794,Picking,1.0,98,1.0,2025-09-05T09:30:31.195648,1290,Muy baja,lortiz,2025-09-05T10:08:26.14504,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
515011 MADERA ALT 10 PICKING,00:39:52.182645,2.0,22.0,2025-09-05T09:41:55.932401,,VENTA PUNTUAL,230878,515012,,2025-09-05T16:41:18.250821,Orden No. 144793,Picking,1.0,98,22.0,2025-09-05T09:30:17.509455,1145,Muy baja,jvaca,2025-09-05T10:34:08.684109,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514045  -  CR 11 8 89 BRR SANTA ANA,01:20:51.337213,2.0,60.0,2025-09-05T09:10:17.118678,,ARDISA ENTREGA,230877,514045,,2025-09-05T18:11:35.812216,,Auditoria Picking,1.0,98,60.0,2025-09-05T09:09:55.483136,1145,Normal,hpinzon,2025-09-05T09:11:32.740138,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
511549  -  CLL 31 # 34-83 LOCAL 1 ALDEA ALTA,00:43:24.123025,1.0,10.0,2025-09-05T09:10:17.118678,,ARDISA ENTREGA,230876,511549,,2025-09-05T10:45:46.880625,,Auditoria Picking,1.0,98,10.0,2025-09-05T09:09:55.483136,1145,Normal,sfiallo,2025-09-05T09:11:37.319525,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
511545  -  Calle 12 # 4-15,02:52:59.341392,4.0,108.0,2025-09-05T09:10:17.118678,,ARDISA ENTREGA,230875,511545,,2025-09-05T12:53:51.730271,,Auditoria Picking,1.0,98,108.0,2025-09-05T09:09:55.483136,1145,Normal,sfiallo,2025-09-05T09:11:42.475335,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514045 PERFILERIA,00:04:10.822552,2.0,60.0,2025-09-05T09:21:57.102088,,ARDISA ENTREGA,230874,515005,,2025-09-05T11:50:27.207983,Orden No. 883072172,Picking,1.0,98,60.0,2025-09-05T09:09:42.000131,1145,Muy baja,abarragan,2025-09-05T09:48:43.508409,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"511545 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:08:15.72345,1.0,60.0,2025-09-05T09:21:17.717531,,ARDISA ENTREGA,230872,515003,,2025-09-05T10:20:02.128007,Orden No. 924006311,Picking,1.0,98,60.0,2025-09-05T09:09:42.000131,1145,Muy baja,jschmalbach,2025-09-05T10:11:25.13381,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
511545 CANTOS Y HERRAJES ,00:09:55.813255,3.0,48.0,2025-09-05T09:10:43.940132,,ARDISA ENTREGA,230871,515002,,2025-09-05T09:54:12.853493,Orden No. 924006311,Picking,1.0,98,48.0,2025-09-05T09:09:42.000131,1145,Muy baja,jschmalbach,2025-09-05T09:41:53.888123,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
511549 CANTOS Y HERRAJES ,00:04:38.968794,1.0,10.0,2025-09-05T09:10:33.154103,,ARDISA ENTREGA,230873,515004,,2025-09-05T09:33:00.510745,Orden No. 935009658,Picking,1.0,98,10.0,2025-09-05T09:09:42.000131,1145,Muy baja,jschmalbach,2025-09-05T09:26:39.981953,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514968  -  Cra 15a#3-35 jardín de limoncito,01:50:36.837084,6.0,69.0,2025-09-05T09:06:49.871687,,ARDISA ENTREGA,230869,514968,,2025-09-05T11:46:09.216128,,Auditoria Picking,1.0,98,69.0,2025-09-05T09:06:37.474298,1145,Normal,sfiallo,2025-09-05T09:11:53.996972,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514987  -  Calle 43 # 29-64 CABECERA,02:49:10.691899,8.0,544.0,2025-09-05T09:06:49.871687,,ARDISA ENTREGA,230870,514987,,2025-09-05T12:52:18.146222,,Auditoria Picking,1.0,98,544.0,2025-09-05T09:06:37.474298,1145,Normal,sfiallo,2025-09-05T09:11:47.547537,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514974  -  VDA LAS GRANJAS FCA LAS ILUSIONES SAN MARTIN CESAR,01:21:39.8102,15.0,229.76000000000002,2025-09-05T09:06:03.200856,,CLIENTE RECOGE,230868,514974,,2025-09-05T11:15:07.77945,,Auditoria Picking,1.0,98,229.76000000000002,2025-09-05T09:05:46.218802,1145,Normal,sfiallo,2025-09-05T09:12:01.583511,Complete,2025-09-09T00:00:00,2025-09-06 01:44:10
514994 Canto,00:08:36.849045,1.0,50.0,2025-09-05T09:15:49.755014,,ARDISA ENTREGA,230867,514995,,2025-09-05T12:29:34.956926,Orden No. 889012632,Picking,1.0,98,50.0,2025-09-05T08:45:39.007038,1290,Muy baja,clobo,2025-09-05T11:31:53.092123,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"514987 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:24:40.001839,4.0,502.0,2025-09-05T09:21:17.717531,,ARDISA ENTREGA,230865,514991,,2025-09-05T12:25:59.887106,Orden No. 883072228,Picking,1.0,98,502.0,2025-09-05T08:45:27.985516,1145,Muy baja,jschmalbach,2025-09-05T11:03:37.295564,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514987 PISO-PARED PICKING ATL 10-20,00:04:20.593957,1.0,20.0,2025-09-05T09:07:35.027058,,ARDISA ENTREGA,230862,514988,,2025-09-05T11:16:04.564148,Orden No. 883072228,Picking,1.0,98,20.0,2025-09-05T08:45:27.985516,1145,Muy baja,abarragan,2025-09-05T09:55:53.765307,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514987 BUC-ETERBOARD_DRYWALL_F29 Y 30,00:14:01.889238,1.0,10.0,2025-09-05T09:21:48.158605,,ARDISA ENTREGA,230866,514992,,2025-09-05T10:12:33.247173,Orden No. 883072228,Picking,1.0,98,10.0,2025-09-05T08:45:27.985516,1145,Muy baja,jmansilla,2025-09-05T09:32:56.752127,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"514987 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:03:25.074836,1.0,1.0,2025-09-05T09:07:22.010075,,ARDISA ENTREGA,230864,514990,,2025-09-05T09:40:50.820768,Orden No. 883072228,Picking,1.0,98,1.0,2025-09-05T08:45:27.985516,1145,Muy baja,jmansilla,2025-09-05T09:35:00.26633,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514987 PISO PAREDES F7-8 ALTURAS,00:06:07.781496,1.0,11.0,2025-09-05T09:07:35.027058,,ARDISA ENTREGA,230863,514989,,2025-09-05T11:16:39.364805,Orden No. 883072228,Picking,1.0,98,11.0,2025-09-05T08:45:27.985516,1145,Muy baja,abarragan,2025-09-05T09:56:07.781174,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
E514985,01:11:12.281883,3.0,195.0,2025-09-05T08:42:55.207555,,Orden de Compra,230861,514985,,2025-09-05T11:45:31.601484,,Entrada de almacen,0.9512195121951219,98,205.0,2025-09-05T08:42:47.762827,1145,Normal,dgarcia,2025-09-05T10:34:19.319601,Complete,2025-09-15T00:00:00,2025-09-06 01:44:10
E514984,01:04:14.227378,7.0,175.0,2025-09-05T08:41:00.681188,,Orden de Compra,230860,514984,,2025-09-05T11:45:34.70812,,Entrada de almacen,0.6481481481481481,98,270.0,2025-09-05T08:40:51.936237,1145,Normal,dgarcia,2025-09-05T10:40:51.1217,Complete,2025-09-23T00:00:00,2025-09-06 01:44:10
E514983,00:57:28.968375,5.0,350.0,2025-09-05T08:39:44.761922,,Orden de Compra,230859,514983,,2025-09-05T11:45:42.480649,,Entrada de almacen,0.2017291066282421,98,1735.0,2025-09-05T08:39:37.095819,1145,Normal,dgarcia,2025-09-05T10:42:29.743556,Complete,2025-09-10T00:00:00,2025-09-06 01:44:10
E514982,00:01:04.918941,2.0,40.0,2025-09-05T08:38:58.257974,,Orden de Compra,230858,514982,,2025-09-05T10:18:11.102533,,Entrada de almacen,1.0,98,40.0,2025-09-05T08:38:48.716276,1145,Normal,dgarcia,2025-09-05T10:17:06.183592,Complete,2025-08-28T00:00:00,2025-09-06 01:44:10
E514981,00:00:49.238365,4.0,280.0,2025-09-05T08:37:48.077205,,Orden de Compra,230857,514981,,2025-09-05T11:45:40.849587,,Entrada de almacen,0.9333333333333333,98,300.0,2025-09-05T08:37:40.964154,1145,Normal,dgarcia,2025-09-05T10:09:10.835833,Complete,2025-09-05T00:00:00,2025-09-06 01:44:10
E514979,00:00:39.814574,1.0,20.0,2025-09-05T08:36:45.689181,,Orden de Compra,230856,514979,,2025-09-05T10:08:20.630705,,Entrada de almacen,1.0,98,20.0,2025-09-05T08:36:38.599139,1145,Normal,dgarcia,2025-09-05T10:07:40.816131,Complete,2025-09-04T00:00:00,2025-09-06 01:44:10
514974 PISO PAREDES F7-8 ALTURAS,00:10:06.585272,2.0,42.120000000000005,2025-09-05T08:38:02.964136,,CLIENTE RECOGE,230854,514977,,2025-09-05T09:05:50.367023,Orden No. 883071658,Picking,1.0,98,42.120000000000005,2025-09-05T08:36:11.002363,1145,Muy alta,abarragan,2025-09-05T08:53:35.18964,Complete,2025-09-09T00:00:00,2025-09-06 01:44:10
"514974 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:04:44.788026,7.0,7.0,2025-09-05T08:38:52.280078,,CLIENTE RECOGE,230855,514978,,2025-09-05T08:51:40.760885,Orden No. 883071658,Picking,1.0,98,7.0,2025-09-05T08:36:11.002363,1145,Muy alta,jschmalbach,2025-09-05T08:42:34.335405,Complete,2025-09-09T00:00:00,2025-09-06 01:44:10
514974 PISO-PARED PICKING ATL 10-20,00:20:44.53217,6.0,180.64000000000001,2025-09-05T08:38:02.964136,,CLIENTE RECOGE,230853,514976,,2025-09-05T09:23:54.038234,Orden No. 883071658,Picking,1.0,98,180.64000000000001,2025-09-05T08:36:11.002363,1145,Muy alta,abarragan,2025-09-05T08:46:52.628065,Complete,2025-09-09T00:00:00,2025-09-06 01:44:10
514968 PISO PAREDES F7-8 ALTURAS,00:04:18.520818,1.0,10.0,2025-09-05T09:07:58.984141,,ARDISA ENTREGA,230850,514970,,2025-09-05T12:13:25.138968,Orden No. 893021920,Picking,1.0,98,10.0,2025-09-05T08:30:42.552237,1145,Muy baja,abarragan,2025-09-05T09:55:38.759575,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514968 PISO-PARED PICKING ATL 10-20,00:07:04.179836,3.0,31.0,2025-09-05T09:07:58.984141,,ARDISA ENTREGA,230849,514969,,2025-09-05T12:13:34.154412,Orden No. 893021920,Picking,1.0,98,31.0,2025-09-05T08:30:42.552237,1145,Muy baja,abarragan,2025-09-05T09:55:26.941892,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514968 BUC-ETERBOARD_DRYWALL_F29 Y 30,00:21:17.839284,1.0,25.0,2025-09-05T09:21:48.158605,,ARDISA ENTREGA,230852,514972,,2025-09-05T10:55:53.152626,Orden No. 893021920,Picking,1.0,98,25.0,2025-09-05T08:30:42.552237,1145,Muy baja,jmansilla,2025-09-05T09:38:28.175203,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"514968 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:04:33.922428,1.0,3.0,2025-09-05T09:07:46.795646,,ARDISA ENTREGA,230851,514971,,2025-09-05T09:55:14.167822,Orden No. 893021920,Picking,1.0,98,3.0,2025-09-05T08:30:42.552237,1145,Muy baja,jmansilla,2025-09-05T09:47:27.905209,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
E514960,00:06:24.708265,12.0,1440.0,2025-09-05T08:30:16.076281,,Orden de Compra,230847,514960,,2025-09-05T09:03:27.10733,,Entrada de almacen,0.4161849710982659,98,3460.0,2025-09-05T08:29:59.641426,1145,Normal,jmansilla,2025-09-05T08:39:09.166455,Complete,2025-09-19T00:00:00,2025-09-06 01:44:10
E514959,00:17:41.48531,9.0,55.0,2025-09-05T08:27:52.589051,,Orden de Compra,230846,514959,,2025-09-05T09:03:31.028384,,Entrada de almacen,0.8461538461538461,98,65.0,2025-09-05T08:27:37.174316,1145,Normal,jmansilla,2025-09-05T08:45:42.51437,Complete,2025-09-20T00:00:00,2025-09-06 01:44:10
E514958,00:00:29.087431,1.0,670.0,2025-09-05T08:21:30.768837,,Orden de Compra,230845,514958,,2025-09-05T08:36:29.924131,,Entrada de almacen,1.0,98,670.0,2025-09-05T08:21:22.262324,1145,Normal,dgarcia,2025-09-05T08:36:00.8367,Complete,2025-09-10T00:00:00,2025-09-06 01:44:10
514051  -  VDA LAS GRANJAS FCA LAS ILUSIONES SAN MARTIN CESAR,00:40:45.400776,2.0,48.0,2025-09-05T08:21:40.938319,,CLIENTE RECOGE,230844,514051,,2025-09-05T09:14:53.784932,,Auditoria Picking,1.0,98,48.0,2025-09-05T08:21:21.456475,1145,Normal,sfiallo,2025-09-05T08:34:08.384156,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
E514957,00:00:32.095321,1.0,95.0,2025-09-05T08:20:57.61487,,Orden de Compra,230843,514957,,2025-09-05T12:01:08.358511,,Entrada de almacen,1.0,98,95.0,2025-09-05T08:20:39.315956,1145,Normal,jfernandez,2025-09-05T12:00:36.26319,Complete,2025-09-16T00:00:00,2025-09-06 01:44:10
E514956,00:00:45.668112,2.0,7.0,2025-09-05T08:20:13.20833,,Orden de Compra,230842,514956,,2025-09-05T12:00:27.144126,,Entrada de almacen,1.0,98,7.0,2025-09-05T08:19:58.428922,1145,Normal,jfernandez,2025-09-05T11:59:41.476014,Complete,2025-09-10T00:00:00,2025-09-06 01:44:10
E514955,00:12:01.849087,5.0,8.0,2025-09-05T08:19:35.096076,,Orden de Compra,230841,514955,,2025-09-05T12:13:45.732117,,Entrada de almacen,0.8888888888888888,98,9.0,2025-09-05T08:19:26.836605,1145,Normal,jfernandez,2025-09-05T12:01:43.88303,Complete,2025-09-18T00:00:00,2025-09-06 01:44:10
Conteo1/230840/514949,04:08:44.01655,,,2025-09-05T08:19:43.878968,,Inventario Ciclico,230840,514949,1.0,2025-09-05T16:49:41.255171,,Conteo de Inventario,0.0,98,,2025-09-05T08:19:04.999065,1145,Normal,coyola,2025-09-05T09:14:45.148679,Complete,,2025-09-06 01:44:10
Conteo1/230839/514949,07:02:40.315072,,,2025-09-05T08:19:20.643539,,Inventario Ciclico,230839,514949,1.0,2025-09-05T17:05:23.454892,,Conteo de Inventario,0.0,98,,2025-09-05T08:19:01.956146,1145,Normal,osantana,2025-09-05T09:15:38.956583,Complete,,2025-09-06 01:44:10
"514051 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:04:18.139266,2.0,48.0,2025-09-05T08:19:13.436142,,CLIENTE RECOGE,230838,514954,,2025-09-05T09:05:42.720344,Orden No. 883072134,Picking,1.0,98,48.0,2025-09-05T08:18:47.925668,1145,Muy baja,abarragan,2025-09-05T08:29:26.675803,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
E514953,01:20:38.419986,47.0,6536.0,2025-09-05T08:18:56.199537,,Orden de Compra,230837,514953,,2025-09-05T12:13:50.796113,,Entrada de almacen,0.9136147609728823,98,7154.0,2025-09-05T08:18:46.625781,1145,Normal,jfernandez,2025-09-05T10:53:12.376127,Complete,2025-09-18T00:00:00,2025-09-06 01:44:10
514790  -  CRA 16 27 65,00:16:53.951825,28.0,51.0,2025-09-05T08:15:14.180313,,FOCUSS PUNTOS DE VENTAS,230836,514790,,2025-09-05T08:33:21.564223,,Auditoria Picking,1.0,98,51.0,2025-09-05T07:09:40.200504,1145,Normal,sfiallo,2025-09-05T08:16:20.876955,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514775  -  CRA 16 27 65,05:47:03.268335,27.0,275.0,2025-09-05T08:15:14.180313,,FOCUSS PUNTOS DE VENTAS,230834,514775,,2025-09-05T15:59:31.007207,,Auditoria Picking,1.0,98,275.0,2025-09-05T07:09:40.200504,1145,Normal,hpinzon,2025-09-05T08:15:59.391213,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514772  -  CRA 16 27 65,02:45:23.342316,1.0,1.68,2025-09-05T08:15:14.180313,,FOCUSS PUNTOS DE VENTAS,230833,514772,,2025-09-05T11:48:00.828123,,Auditoria Picking,1.0,98,1.68,2025-09-05T07:09:40.200504,1145,Normal,sfiallo,2025-09-05T08:15:53.583723,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514784  -  CRA 16 27 65,04:12:02.722147,144.0,857.0,2025-09-05T08:15:14.180313,,FOCUSS PUNTOS DE VENTAS,230835,514784,,2025-09-05T13:17:32.232255,,Auditoria Picking,1.0,98,857.0,2025-09-05T07:09:40.200504,1145,Normal,sfiallo,2025-09-05T08:16:12.347883,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
E514867,01:24:02.910262,4.0,154.0,2025-09-05T06:31:48.04848,,Orden de Compra,230832,514867,,2025-09-05T16:03:10.393229,,Entrada de almacen,1.0,98,154.0,2025-09-05T06:31:35.096328,1290,Normal,imendez,2025-09-05T08:46:37.210774,Complete,2025-09-19T00:00:00,2025-09-06 01:44:10
514858 PERFILERIA BOG,00:04:19.129365,1.0,1.0,2025-09-05T09:15:49.755014,,FOCUSS PUNTOS DE VENTAS,230829,514859,,2025-09-05T12:33:56.492775,Orden No. 144790,Picking,1.0,98,1.0,2025-09-05T06:03:43.406546,1290,Muy baja,jmunar,2025-09-05T11:31:20.108016,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514858 Herraje,00:31:19.660765,8.0,282.0,2025-09-05T09:15:49.755014,,FOCUSS PUNTOS DE VENTAS,230831,514861,,2025-09-05T12:28:50.049561,Orden No. 144790,Picking,1.0,98,282.0,2025-09-05T06:03:43.406546,1290,Muy baja,jmunar,2025-09-05T11:31:55.208127,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514858 Canto,00:01:48.815191,3.0,16.0,2025-09-05T09:15:49.755014,,FOCUSS PUNTOS DE VENTAS,230830,514860,,2025-09-05T12:00:25.703892,Orden No. 144790,Picking,1.0,98,16.0,2025-09-05T06:03:43.406546,1290,Muy baja,jmunar,2025-09-05T11:31:27.988016,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514799 Canto,00:10:59.873812,3.0,17.0,2025-09-05T06:51:21.33417,,FOCUSS REGIONALES,230825,514800,,,Orden No. 144792,Picking,1.0,98,17.0,2025-09-05T01:33:49.10622,1290,Muy baja,jmunar,2025-09-05T06:59:12.398451,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514799 Herraje,00:24:11.039716,4.0,77.0,2025-09-05T06:51:21.33417,,FOCUSS REGIONALES,230826,514801,,,Orden No. 144792,Picking,1.0,98,77.0,2025-09-05T01:33:49.10622,1290,Muy baja,jmunar,2025-09-05T06:59:16.053909,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"514799 Madera F5,F6,F7 Y F8",00:18:55.565581,1.0,1.0,2025-09-05T06:51:21.33417,,FOCUSS REGIONALES,230827,514802,,2025-09-05T10:17:11.66012,Orden No. 144792,Picking,1.0,98,1.0,2025-09-05T01:33:49.10622,1290,Muy baja,jluque,2025-09-05T09:56:41.542708,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514799 Madera Torres,00:04:01.445459,1.0,2.0,2025-09-05T06:51:21.33417,,FOCUSS REGIONALES,230828,514803,,2025-09-05T10:21:10.554014,Orden No. 144792,Picking,1.0,98,2.0,2025-09-05T01:33:49.10622,1290,Muy baja,jluque,2025-09-05T09:56:28.92812,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514795 Herraje,00:41:25.401768,7.0,283.0,2025-09-05T06:12:17.872997,,FOCUSS REGIONALES,230824,514797,,2025-09-05T09:04:38.673983,Orden No. 144791,Picking,1.0,98,283.0,2025-09-05T01:33:39.071745,1290,Muy baja,clobo,2025-09-05T06:32:25.456265,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514795 Canto,00:21:22.010402,4.0,56.0,2025-09-05T06:12:17.872997,,FOCUSS REGIONALES,230823,514796,,2025-09-05T08:16:42.202917,Orden No. 144791,Picking,1.0,98,56.0,2025-09-05T01:33:39.071745,1290,Muy baja,clobo,2025-09-05T06:32:31.382311,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"514790 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:35:39.528664,22.0,41.0,2025-09-05T06:12:40.057524,,FOCUSS PUNTOS DE VENTAS,230822,514792,,2025-09-05T07:18:56.677349,Orden No. 144789,Picking,1.0,98,41.0,2025-09-05T01:33:09.518807,1145,Muy baja,jschmalbach,2025-09-05T06:32:38.193648,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514790 HERRAMIENTAS,00:12:25.747478,6.0,10.0,2025-09-05T06:12:40.057524,,FOCUSS PUNTOS DE VENTAS,230821,514791,,2025-09-05T07:23:07.04817,Orden No. 144789,Picking,1.0,98,10.0,2025-09-05T01:33:09.518807,1145,Muy baja,jgomez,2025-09-05T07:06:17.716196,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514784 TUBERIA,00:18:44.215709,5.0,126.0,2025-09-05T06:30:58.977665,,FOCUSS PUNTOS DE VENTAS,230818,514786,,2025-09-05T13:04:33.667789,Orden No. 144788,Picking,1.0,98,126.0,2025-09-05T01:30:55.906841,1145,Muy baja,abarragan,2025-09-05T12:24:22.748618,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"514784 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",05:04:44.36318,93.0,211.0,2025-09-05T06:30:58.977665,,FOCUSS PUNTOS DE VENTAS,230819,514787,,2025-09-05T13:01:19.439269,Orden No. 144788,Picking,1.0,98,211.0,2025-09-05T01:30:55.906841,1145,Muy baja,jgomez,2025-09-05T07:20:01.825928,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"514784 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:46:26.185801,40.0,263.0,2025-09-05T06:30:58.977665,,FOCUSS PUNTOS DE VENTAS,230820,514788,,2025-09-05T09:08:15.076119,Orden No. 144788,Picking,1.0,98,263.0,2025-09-05T01:30:55.906841,1145,Muy baja,jfernandez,2025-09-05T07:18:33.759828,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514784 PERFILERIA,00:34:47.553395,6.0,257.0,2025-09-05T06:30:58.977665,,FOCUSS PUNTOS DE VENTAS,230817,514785,,2025-09-05T08:38:08.072163,Orden No. 144788,Picking,1.0,98,257.0,2025-09-05T01:30:55.906841,1145,Muy baja,abarragan,2025-09-05T07:47:34.161361,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"514775 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",01:07:59.054633,17.0,77.0,2025-09-05T07:08:07.028178,,FOCUSS PUNTOS DE VENTAS,230813,514779,,2025-09-05T15:49:29.316859,Orden No. 144787,Picking,1.0,98,77.0,2025-09-05T01:30:33.733942,1145,Normal,aanaya,2025-09-05T07:20:45.335724,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514775 TEJAS Y LAVAPLATOS,00:15:06.527968,1.0,50.0,2025-09-05T07:08:07.028178,,FOCUSS PUNTOS DE VENTAS,230810,514776,,2025-09-05T08:16:50.728141,Orden No. 144787,Picking,1.0,98,50.0,2025-09-05T01:30:33.733942,1145,Muy baja,dquintero,2025-09-05T08:01:43.158251,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514775 PISO-PARED PICKING ATL 10-20,00:08:51.737632,2.0,2.0,2025-09-05T07:08:07.028178,,FOCUSS PUNTOS DE VENTAS,230811,514777,,2025-09-05T12:24:10.16411,Orden No. 144787,Picking,1.0,98,2.0,2025-09-05T01:30:33.733942,1145,Muy baja,abarragan,2025-09-05T08:14:31.124456,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
514775 PERFILERIA,00:11:17.734351,2.0,30.0,2025-09-05T07:08:07.028178,,FOCUSS PUNTOS DE VENTAS,230812,514778,,2025-09-05T07:47:26.633634,Orden No. 144787,Picking,1.0,98,30.0,2025-09-05T01:30:33.733942,1145,Muy baja,abarragan,2025-09-05T07:33:51.892548,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
